id,districtCode,provinceCode,nameTh,nameEn
5101,5101,39,เมืองลำพูน,Mueang Lamphun
5102,5102,39,แม่ทา,Mae Tha
5103,5103,39,บ้านโฮ่ง,Ban Hong
5104,5104,39,ลี้,Li
5105,5105,39,ทุ่งหัวช้าง,Thung Hua Chang
5106,5106,39,ป่าซาง,Pa Sang
5107,5107,39,บ้านธิ,Ban Thi
5108,5108,39,เวียงหนองล่อง,Wiang Nong Long
5201,5201,40,เมืองลำปาง,Mueang Lampang
5202,5202,40,แม่เมาะ,Mae Mo
5203,5203,40,เกาะคา,Ko Kha
5204,5204,40,เสริมงาม,Soem Ngam
5205,5205,40,งาว,Ngao
5206,5206,40,แจ้ห่ม,Chae Hom
5207,5207,40,วังเหนือ,Wang Nuea
5208,5208,40,เถิน,Thoen
5209,5209,40,แม่พริก,Mae Phrik
5210,5210,40,แม่ทะ,Mae Tha
5211,5211,40,สบปราบ,Sop Prap
5212,5212,40,ห้างฉัตร,Hang Chat
5213,5213,40,เมืองปาน,Mueang Pan
5301,5301,41,เมืองอุตรดิตถ์,Mueang Uttaradit
5302,5302,41,ตรอน,Tron
5303,5303,41,ท่าปลา,Tha Pla
5304,5304,41,น้ำปาด,Nam Pat
5305,5305,41,ฟากท่า,Fak Tha
5306,5306,41,บ้านโคก,Ban Khok
5307,5307,41,พิชัย,Phichai
5308,5308,41,ลับแล,Laplae
5309,5309,41,ทองแสนขัน,Thong Saen Khan
5401,5401,42,เมืองแพร่,Mueang Phrae
5402,5402,42,ร้องกวาง,Rong Kwang
5403,5403,42,ลอง,Long
5404,5404,42,สูงเม่น,Sung Men
5405,5405,42,เด่นชัย,Den Chai
5406,5406,42,สอง,Song
5407,5407,42,วังชิ้น,Wang Chin
5408,5408,42,หนองม่วงไข่,Nong Muang Khai
5501,5501,43,เมืองน่าน,Mueang Nan
5502,5502,43,แม่จริม,Mae Charim
5503,5503,43,บ้านหลวง,Ban Luang
5504,5504,43,นาน้อย,Na Noi
5505,5505,43,ปัว,Pua
5506,5506,43,ท่าวังผา,Tha Wang Pha
5507,5507,43,เวียงสา,Wiang Sa
5508,5508,43,ทุ่งช้าง,Thung Chang
5509,5509,43,เชียงกลาง,Chiang Klang
5510,5510,43,นาหมื่น,Na Muen
5511,5511,43,สันติสุข,Santi Suk
5512,5512,43,บ่อเกลือ,Bo Kluea
5513,5513,43,สองแคว,Song Khwae
5514,5514,43,ภูเพียง,Phu Phiang
5515,5515,43,เฉลิมพระเกียรติ,Chaloem Phra Kiat
5601,5601,44,เมืองพะเยา,Mueang Phayao
5602,5602,44,จุน,Chun
5603,5603,44,เชียงคำ,Chiang Kham
5604,5604,44,เชียงม่วน,Chiang Muan
5605,5605,44,ดอกคำใต้,Dok Khamtai
5606,5606,44,ปง,Pong
5607,5607,44,แม่ใจ,Mae Chai
5608,5608,44,ภูซาง,Phu Sang
5609,5609,44,ภูกามยาว,Phu Kamyao
5701,5701,45,เมืองเชียงราย,Mueang Chiang Rai
5702,5702,45,เวียงชัย,Wiang Chai
5703,5703,45,เชียงของ,Chiang Khong
5704,5704,45,เทิง,Thoeng
5705,5705,45,พาน,Phan
5706,5706,45,ป่าแดด,Pa Daet
5707,5707,45,แม่จัน,Mae Chan
5708,5708,45,เชียงแสน,Chiang Saen
5709,5709,45,แม่สาย,Mae Sai
5710,5710,45,แม่สรวย,Mae Suai
5711,5711,45,เวียงป่าเป้า,Wiang Pa Pao
5712,5712,45,พญาเม็งราย,Phaya Mengrai
5713,5713,45,เวียงแก่น,Wiang Kaen
5714,5714,45,ขุนตาล,Khun Tan
5715,5715,45,แม่ฟ้าหลวง,Mae Fa Luang
5716,5716,45,แม่ลาว,Mae Lao
5717,5717,45,เวียงเชียงรุ้ง,Wiang Chiang Rung
5718,5718,45,ดอยหลวง,Doi Luang
5801,5801,46,เมืองแม่ฮ่องสอน,Mueang Mae Hong Son
5802,5802,46,ขุนยวม,Khun Yuam
5803,5803,46,ปาย,Pai
5804,5804,46,แม่สะเรียง,Mae Sariang
5805,5805,46,แม่ลาน้อย,Mae La Noi
5806,5806,46,สบเมย,Sop Moei
5807,5807,46,ปางมะผ้า,Pang Mapha
6001,6001,47,เมืองนครสวรรค์,Mueang Nakhon Sawan
6002,6002,47,โกรกพระ,Krok Phra
6003,6003,47,ชุมแสง,Chum Saeng
6004,6004,47,หนองบัว,Nong Bua
6005,6005,47,บรรพตพิสัย,Banphot Phisai
6006,6006,47,เก้าเลี้ยว,Kao Liao
6007,6007,47,ตาคลี,Takhli
6008,6008,47,ท่าตะโก,Takhli
6009,6009,47,ไพศาลี,Phaisali
6010,6010,47,พยุหะคีรี,Phayuha Khiri
6011,6011,47,ลาดยาว,Phayuha Khiri
6012,6012,47,ตากฟ้า,Tak Fa
6013,6013,47,แม่วงก์,Mae Wong
6014,6014,47,แม่เปิน,Mae Poen
6015,6015,47,ชุมตาบง,Chum Ta Bong
6101,6101,48,เมืองอุทัยธานี,Mueang Uthai Thani
6102,6102,48,ทัพทัน,Thap Than
6103,6103,48,สว่างอารมณ์,Sawang Arom
6104,6104,48,หนองฉาง,Nong Chang
6105,6105,48,หนองขาหย่าง,Nong Khayang
6106,6106,48,บ้านไร่,Ban Rai
6107,6107,48,ลานสัก,Lan Sak
6108,6108,48,ห้วยคต,Huai Khot
6201,6201,49,เมืองกำแพงเพชร,Mueang Kamphaeng Phet
6202,6202,49,ไทรงาม,Sai Ngam
6203,6203,49,คลองลาน,Khlong Lan
6204,6204,49,ขาณุวรลักษบุรี,Khanu Woralaksaburi
6205,6205,49,คลองขลุง,Khlong Khlung
6206,6206,49,พรานกระต่าย,Phran Kratai
6207,6207,49,ลานกระบือ,Lan Krabue
6208,6208,49,ทรายทองวัฒนา,Sai Thong Watthana
6209,6209,49,ปางศิลาทอง,Pang Sila Thong
6210,6210,49,บึงสามัคคี,Bueng Samakkhi
6211,6211,49,โกสัมพีนคร,Kosamphi Nakhon
6301,6301,50,เมืองตาก,Mueang Tak
6302,6302,50,บ้านตาก,Ban Tak
6303,6303,50,สามเงา,Sam Ngao
6304,6304,50,แม่ระมาด,Mae Ramat
6305,6305,50,ท่าสองยาง,Tha Song Yang
6306,6306,50,แม่สอด,Mae Sot
6307,6307,50,พบพระ,Phop Phra
6308,6308,50,อุ้มผาง,Umphang
6309,6309,50,วังเจ้า,Wang Chao
6401,6401,51,เมืองสุโขทัย,Mueang Sukhothai
6402,6402,51,บ้านด่านลานหอย,Ban Dan Lan Hoi
6403,6403,51,คีรีมาศ,Khiri Mat
6404,6404,51,กงไกรลาศ,Kong Krailat
6405,6405,51,ศรีสัชนาลัย,Si Satchanalai
6406,6406,51,ศรีสำโรง,Si Samrong
6407,6407,51,สวรรคโลก,Sawankhalok
6408,6408,51,ศรีนคร,Si Nakhon
6409,6409,51,ทุ่งเสลี่ยม,Thung Saliam
6501,6501,52,เมืองพิษณุโลก,Mueang Phitsanulok
6502,6502,52,นครไทย,Nakhon Thai
6503,6503,52,ชาติตระการ,Chat Trakan
6504,6504,52,บางระกำ,Bang Rakam
6505,6505,52,บางกระทุ่ม,Bang Krathum
6506,6506,52,พรหมพิราม,Phrom Phiram
6507,6507,52,วัดโบสถ์,Wat Bot
6508,6508,52,วังทอง,Wang Thong
6509,6509,52,เนินมะปราง,Noen Maprang
6601,6601,53,เมืองพิจิตร,Mueang Phichit
6602,6602,53,วังทรายพูน,Wang Sai Phun
6603,6603,53,โพธิ์ประทับช้าง,Pho Prathap Chang
6604,6604,53,ตะพานหิน,Taphan Hin
6605,6605,53,บางมูลนาก,Bang Mun Nak
6606,6606,53,โพทะเล,Pho Thale
6607,6607,53,สามง่าม,Sam Ngam
6608,6608,53,ทับคล้อ,Tap Khlo
6609,6609,53,สากเหล็ก,Sak Lek
6610,6610,53,บึงนาราง,Bueng Na Rang
6611,6611,53,ดงเจริญ,Dong Charoen
6612,6612,53,วชิรบารมี,Wachirabarami
6701,6701,54,เมืองเพชรบูรณ์,Mueang Phetchabun
6702,6702,54,ชนแดน,Chon Daen
6703,6703,54,หล่มสัก,Lom Sak
6704,6704,54,หล่มเก่า,Lom Kao
6705,6705,54,วิเชียรบุรี,Wichian Buri
6706,6706,54,ศรีเทพ,Si Thep
6707,6707,54,หนองไผ่,Nong Phai
6708,6708,54,บึงสามพัน,Bueng Sam Phan
6709,6709,54,น้ำหนาว,Nam Nao
6710,6710,54,วังโป่ง,Wang Pong
6711,6711,54,เขาค้อ,Khao Kho
7001,7001,55,เมืองราชบุรี,Mueang Ratchaburi
7002,7002,55,จอมบึง,Chom Bueng
7003,7003,55,สวนผึ้ง,Suan Phueng
7004,7004,55,ดำเนินสะดวก,Damnoen Saduak
7005,7005,55,บ้านโป่ง,Ban Pong
7006,7006,55,บางแพ,Bang Phae
7007,7007,55,โพธาราม,Photharam
7008,7008,55,ปากท่อ,Pak Tho
7009,7009,55,วัดเพลง,Wat Phleng
7010,7010,55,บ้านคา,Ban Kha
7074,7074,55,ท้องถิ่นเทศบาลตำบลบ้านฆ้อง,Tet Saban Ban Kong
7101,7101,56,เมืองกาญจนบุรี,Mueang Kanchanaburi
7102,7102,56,ไทรโยค,Sai Yok
7103,7103,56,บ่อพลอย,Bo Phloi
7104,7104,56,ศรีสวัสดิ์,Si Sawat
7105,7105,56,ท่ามะกา,Tha Maka
7106,7106,56,ท่าม่วง,Tha Muang
7107,7107,56,ทองผาภูมิ,Pha Phum
7108,7108,56,สังขละบุรี,Sangkhla Buri
7109,7109,56,พนมทวน,Phanom Thuan
7110,7110,56,เลาขวัญ,Lao Khwan
7111,7111,56,ด่านมะขามเตี้ย,Dan Makham Tia
7112,7112,56,หนองปรือ,Nong Prue
7113,7113,56,ห้วยกระเจา,Huai Krachao
7201,7201,57,เมืองสุพรรณบุรี,Mueang Suphan Buri
7202,7202,57,เดิมบางนางบวช,Doem Bang Nang Buat
7203,7203,57,ด่านช้าง,Dan Chang
7204,7204,57,บางปลาม้า,Bang Pla Ma
7205,7205,57,ศรีประจันต์,Si Prachan
7206,7206,57,ดอนเจดีย์,Don Chedi
7207,7207,57,สองพี่น้อง,Song Phi Nong
7208,7208,57,สามชุก,Sam Chuk
7209,7209,57,อู่ทอง,U Thong
7210,7210,57,หนองหญ้าไซ,Nong Ya Sai
7301,7301,58,เมืองนครปฐม,Mueang Nakhon Pathom
7302,7302,58,กำแพงแสน,Kamphaeng Saen
7303,7303,58,นครชัยศรี,Nakhon Chai Si
7304,7304,58,ดอนตูม,Don Tum
7305,7305,58,บางเลน,Bang Len
7306,7306,58,สามพราน,Sam Phran
7307,7307,58,พุทธมณฑล,Phutthamonthon
7401,7401,59,เมืองสมุทรสาคร,Mueang Samut Sakhon
7402,7402,59,กระทุ่มแบน,Krathum Baen
7403,7403,59,บ้านแพ้ว,Ban Phaeo
7501,7501,60,เมืองสมุทรสงคราม,Mueang Samut Songkhram
7502,7502,60,บางคนที,Bang Khonthi
7503,7503,60,อัมพวา,Amphawa
7601,7601,61,เมืองเพชรบุรี,Mueang Phetchaburi
7602,7602,61,เขาย้อย,Khao Yoi
7603,7603,61,หนองหญ้าปล้อง,Nong Ya Plong
7604,7604,61,ชะอำ,Cha-am
7605,7605,61,ท่ายาง,Tha Yang
7606,7606,61,บ้านลาด,Ban Lat
7607,7607,61,บ้านแหลม,Ban Laem
7608,7608,61,แก่งกระจาน,Kaeng Krachan
7701,7701,62,เมืองประจวบคีรีขันธ์,Mueang Prachuap Khiri Khan
7702,7702,62,กุยบุรี,Kui Buri
7703,7703,62,ทับสะแก,Thap Sakae
7704,7704,62,บางสะพาน,Bang Saphan
7705,7705,62,บางสะพานน้อย,Bang Saphan Noi
7706,7706,62,ปราณบุรี,Pran Buri
7707,7707,62,หัวหิน,Hua Hin
7708,7708,62,สามร้อยยอด,Sam Roi Yot
8001,8001,63,เมืองนครศรีธรรมราช,Mueang Nakhon Si Thammarat
8002,8002,63,พรหมคีรี,Phrom Khiri
8003,8003,63,ลานสกา,Lan Saka
8004,8004,63,ฉวาง,Chawang
8005,8005,63,พิปูน,Phipun
8006,8006,63,เชียรใหญ่,Chian Yai
8007,8007,63,ชะอวด,Cha-uat
8008,8008,63,ท่าศาลา,Tha Sala
8009,8009,63,ทุ่งสง,Thung Song
8010,8010,63,นาบอน,Na Bon
8011,8011,63,ทุ่งใหญ่,Thung Yai
8012,8012,63,ปากพนัง,Pak Phanang
8013,8013,63,ร่อนพิบูลย์,Ron Phibun
8014,8014,63,สิชล,Sichon
8015,8015,63,ขนอม,Khanom
8016,8016,63,หัวไทร,Hua Sai
8017,8017,63,บางขัน,Bang Khan
8018,8018,63,ถ้ำพรรณรา,Tham Phannara
8019,8019,63,จุฬาภรณ์,Chulabhorn
8020,8020,63,พระพรหม,Phra Phrom
8021,8021,63,นบพิตำ,Nopphitam
8022,8022,63,ช้างกลาง,Chang Klang
8023,8023,63,เฉลิมพระเกียรติ,Chaloem Phra Kiat
8101,8101,64,เมืองกระบี่,Mueang Krabi
8102,8102,64,เขาพนม,Khao Phanom
8103,8103,64,เกาะลันตา,Ko Lanta
8104,8104,64,คลองท่อม,Khlong Thom
8105,8105,64,อ่าวลึก,Ao Luek
8106,8106,64,ปลายพระยา,Plai Phraya
8107,8107,64,ลำทับ,Lam Thap
8108,8108,64,เหนือคลอง,Nuea Khlong
8201,8201,65,เมืองพังงา,Mueang Phang-nga
8202,8202,65,เกาะยาว,Ko Yao
8203,8203,65,กะปง,Kapong
8204,8204,65,ตะกั่วทุ่ง,Takua Thung
8205,8205,65,ตะกั่วป่า,Takua Pa
8206,8206,65,คุระบุรี,Khura Buri
8207,8207,65,ทับปุด,Thap Put
8208,8208,65,ท้ายเหมือง,Thai Mueang
8301,8301,66,เมืองภูเก็ต,Mueang Phuket
8302,8302,66,กะทู้,Kathu
8303,8303,66,ถลาง,Thalang
8401,8401,67,เมืองสุราษฎร์ธานี,Mueang Surat Thani
8402,8402,67,กาญจนดิษฐ์,Kanchanadit
8403,8403,67,ดอนสัก,Don Sak
8404,8404,67,เกาะสมุย,Ko Samui
8405,8405,67,เกาะพะงัน,Ko Pha-ngan
8406,8406,67,ไชยา,Chaiya
8407,8407,67,ท่าชนะ,Tha Chana
8408,8408,67,คีรีรัฐนิคม,Khiri Rat Nikhom
8409,8409,67,บ้านตาขุน,Ban Ta Khun
8410,8410,67,พนม,Phanom
8411,8411,67,ท่าฉาง,Tha Chang
8412,8412,67,บ้านนาสาร,Ban Na San
8413,8413,67,บ้านนาเดิม,Ban Na Doem
8414,8414,67,เคียนซา,Khian Sa
8415,8415,67,เวียงสระ,Wiang Sa
8416,8416,67,พระแสง,Phrasaeng
8417,8417,67,พุนพิน,Phunphin
8418,8418,67,ชัยบุรี,Chai Buri
8419,8419,67,วิภาวดี,Vibhavadi
8501,8501,68,เมืองระนอง,Mueang Ranong
8502,8502,68,ละอุ่น,La-un
8503,8503,68,กะเปอร์,Kapoe
8504,8504,68,กระบุรี,Kra Buri
8505,8505,68,สุขสำราญ,Suk Samran
8601,8601,69,เมืองชุมพร,Mueang Chumphon
8602,8602,69,ท่าแซะ,Tha Sae
8603,8603,69,ปะทิว,Pathio
8604,8604,69,หลังสวน,Lang Suan
8605,8605,69,ละแม,Lamae
8606,8606,69,พะโต๊ะ,Phato
8607,8607,69,สวี,Sawi
8608,8608,69,ทุ่งตะโก,Thung Tako
9001,9001,70,เมืองสงขลา,Mueang Songkhla
9002,9002,70,สทิงพระ,Sathing Phra
9003,9003,70,จะนะ,Chana
9004,9004,70,นาทวี,Na Thawi
9005,9005,70,เทพา,Thepha
9006,9006,70,สะบ้าย้อย,Saba Yoi
9007,9007,70,ระโนด,Ranot
9008,9008,70,กระแสสินธุ์,Krasae Sin
9009,9009,70,รัตภูมิ,Rattaphum
9010,9010,70,สะเดา,Sadao
9011,9011,70,หาดใหญ่,Hat Yai
9012,9012,70,นาหม่อม,Na Mom
9013,9013,70,ควนเนียง,Khuan Niang
9014,9014,70,บางกล่ำ,Bang Klam
9015,9015,70,สิงหนคร,Singhanakhon
9016,9016,70,คลองหอยโข่ง,Khlong Hoi Khong
9077,9077,70,ท้องถิ่นเทศบาลตำบลสำนักขาม,Sum Nung Kam
9101,9101,71,เมืองสตูล,Mueang Satun
9102,9102,71,ควนโดน,Khuan Don
9103,9103,71,ควนกาหลง,Khuan Kalong
9104,9104,71,ท่าแพ,Tha Phae
9105,9105,71,ละงู,La-ngu
9106,9106,71,ทุ่งหว้า,Thung Wa
9107,9107,71,มะนัง,Manang
9201,9201,72,เมืองตรัง,Mueang Trang
9202,9202,72,กันตัง,Kantang
9203,9203,72,ย่านตาขาว,Yan Ta Khao
9204,9204,72,ปะเหลียน,Palian
9205,9205,72,สิเกา,Sikao
9206,9206,72,ห้วยยอด,Huai Yot
9207,9207,72,วังวิเศษ,Wang Wiset
9208,9208,72,นาโยง,Na Yong
9209,9209,72,รัษฎา,Ratsada
9210,9210,72,หาดสำราญ,Hat Samran
9301,9301,73,เมืองพัทลุง,Mueang Phatthalung
9302,9302,73,กงหรา,Kong Ra
9303,9303,73,เขาชัยสน,Khao Chaison
9304,9304,73,ตะโหมด,Tamot
9305,9305,73,ควนขนุน,Khuan Khanun
9306,9306,73,ปากพะยูน,Pak Phayun
9307,9307,73,ศรีบรรพต,Si Banphot
9308,9308,73,ป่าบอน,Pa Bon
9309,9309,73,บางแก้ว,Bang Kaeo
9310,9310,73,ป่าพะยอม,Pa Phayom
9311,9311,73,ศรีนครินทร์,Srinagarindra
9401,9401,74,เมืองปัตตานี,Mueang Pattani
9402,9402,74,โคกโพธิ์,Khok Pho
9403,9403,74,หนองจิก,Nong Chik
9404,9404,74,ปะนาเระ,Panare
9405,9405,74,มายอ,Mayo
9406,9406,74,ทุ่งยางแดง,Thung Yang Daeng
9407,9407,74,สายบุรี,Sai Buri
9408,9408,74,ไม้แก่น,Mai Kaen
9409,9409,74,ยะหริ่ง,Yaring
9410,9410,74,ยะรัง,Yarang
9411,9411,74,กะพ้อ,Kapho
9412,9412,74,แม่ลาน,Mae Lan
9501,9501,75,เมืองยะลา,Mueang Yala
9502,9502,75,เบตง,Betong
9503,9503,75,บันนังสตา,Bannang Sata
9504,9504,75,ธารโต,Than To
9505,9505,75,ยะหา,Yaha
9506,9506,75,รามัน,Raman
9507,9507,75,กาบัง,Kabang
9508,9508,75,กรงปินัง,Krong Pinang
9601,9601,76,เมืองนราธิวาส,Mueang Narathiwat
9602,9602,76,ตากใบ,Tak Bai
9603,9603,76,บาเจาะ,Bacho
9604,9604,76,ยี่งอ,Yi-ngo
9605,9605,76,ระแงะ,Ra-ngae
9606,9606,76,รือเสาะ,Rueso
9607,9607,76,ศรีสาคร,Si Sakhon
9608,9608,76,แว้ง,Waeng
9609,9609,76,สุคิริน,Sukhirin
9610,9610,76,สุไหงโก-ลก,Su-ngai Kolok
9611,9611,76,สุไหงปาดี,Su-ngai Padi
9612,9612,76,จะแนะ,Chanae
9613,9613,76,เจาะไอร้อง,Cho-airong
